0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999999999999964473e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.009321989084476314e+02 -7.959329910800079233e-01 0.000000000000000000e+00 9.998756354701401894e-02 1.577065607944488695e-03 0.000000000000000000e+00
-2.018392930459660874e+02 -3.183533992654702161e+00 0.000000000000000000e+00 9.995025728136441856e-02 3.153738953843208959e-03 0.000000000000000000e+00
-3.026961838859122054e+02 -7.162209138973594236e+00 0.000000000000000000e+00 9.988809048220319287e-02 4.729627873217361403e-03 0.000000000000000000e+00
-4.034777853886618004e+02 -1.273096881790479529e+01 0.000000000000000000e+00 9.980107861221987342e-02 6.304340396697818115e-03 0.000000000000000000e+00
-5.041590302412367919e+02 -1.988842791709339508e+01 0.000000000000000000e+00 9.968924331379507009e-02 7.877484847519298367e-03 0.000000000000000000e+00
-6.047148760922746078e+02 -2.863280616846623161e+01 0.000000000000000000e+00 9.955261240361736041e-02 9.448669938941755761e-03 0.000000000000000000e+00
-7.051203117807874605e+02 -3.896192859104485251e+01 0.000000000000000000e+00 9.939121986576457402e-02 1.101750487157476463e-02 0.000000000000000000e+00
-8.053503635571671566e+02 -5.087322603191842063e+01 0.000000000000000000e+00 9.920510584325092918e-02 1.258359943058069176e-02 0.000000000000000000e+00
-9.053801012948802054e+02 -6.436373580527651939e+01 0.000000000000000000e+00 9.899431662804220045e-02 1.414656408273245319e-02 0.000000000000000000e+00
-1.005184644691315953e+03 -7.943010242930722598e+01 0.000000000000000000e+00 9.875890464954172054e-02 1.570601007330175644e-02 0.000000000000000000e+00
-1.104739169456240234e+03 -9.606857846080856689e+01 0.000000000000000000e+00 9.849892846154952031e-02 1.726154952275368859e-02 0.000000000000000000e+00
-1.204018913486318525e+03 -1.142750254272787060e+02 0.000000000000000000e+00 9.821445272769842305e-02 1.881279552322365906e-02 0.000000000000000000e+00
-1.302999183024168360e+03 -1.340449148562875052e+02 0.000000000000000000e+00 9.790554820537014646e-02 2.035936223475255658e-02 0.000000000000000000e+00
-1.401655358800419435e+03 -1.553733294018229572e+02 0.000000000000000000e+00 9.757229172809618600e-02 2.190086498125647443e-02 0.000000000000000000e+00
-1.499962902157235021e+03 -1.782549640673914837e+02 0.000000000000000000e+00 9.721476618644664391e-02 2.343692034620671258e-02 0.000000000000000000e+00
-1.597897361151793120e+03 -2.026841275255192159e+02 0.000000000000000000e+00 9.683306050741341542e-02 2.496714626799667602e-02 0.000000000000000000e+00
-1.695434376638195772e+03 -2.286547435333477551e+02 0.000000000000000000e+00 9.642726963229109050e-02 2.649116213497171302e-02 0.000000000000000000e+00
-1.792549688326292426e+03 -2.561603524439778994e+02 0.000000000000000000e+00 9.599749449306251015e-02 2.800858888009821746e-02 0.000000000000000000e+00
-1.889219140815923993e+03 -2.851941128131675214e+02 0.000000000000000000e+00 9.554384198729390376e-02 2.951904907524870864e-02 0.000000000000000000e+00
-1.985418689605069630e+03 -3.157488031010016130e+02 0.000000000000000000e+00 9.506642495154650485e-02 3.102216702507910179e-02 0.000000000000000000e+00
-2.081124407070414691e+03 -3.478168234680961177e+02 0.000000000000000000e+00 9.456536213331066809e-02 3.251756886047511841e-02 0.000000000000000000e+00
-2.176312488418844623e+03 -3.813901976658953572e+02 0.000000000000000000e+00 9.404077816147005109e-02 3.400488263154432395e-02 0.000000000000000000e+00
-2.270959257608389635e+03 -4.164605750206046650e+02 0.000000000000000000e+00 9.349280351530271649e-02 3.548373840013095692e-02 0.000000000000000000e+00
-2.365041173237143994e+03 -4.530192325102416362e+02 0.000000000000000000e+00 9.292157449202714803e-02 3.695376833183024873e-02 0.000000000000000000e+00
-2.458534834398697967e+03 -4.910570769343048596e+02 0.000000000000000000e+00 9.232723317290117415e-02 3.841460678747951607e-02 0.000000000000000000e+00
