0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,7.003860000000000419e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.439304873149347031e+03,-1.107690725165357435e+02,0.000000000000000000e+00,6.913817759440793687e+00,1.119454728357111239e+00,0.000000000000000000e+00
-2.841602086058154782e+03,-4.550996152962707129e+02,0.000000000000000000e+00,6.646006219701394713e+00,2.210125839695643357e+00,0.000000000000000000e+00
-4.170835525959966617e+03,-1.019138140815224688e+03,0.000000000000000000e+00,6.207311398230969779e+00,3.243969806424205515e+00,0.000000000000000000e+00
-5.392827708680344585e+03,-1.788381991224887315e+03,0.000000000000000000e+00,5.609013093496908020e+00,4.194404250496159392e+00,0.000000000000000000e+00
-6.476158556125787982e+03,-2.743052233243531191e+03,0.000000000000000000e+00,4.866494856821206305e+00,5.036991434192910511e+00,0.000000000000000000e+00
-7.392973274862135440e+03,-3.858602217570180983e+03,0.000000000000000000e+00,3.998848447801100825e+00,5.750066607537580587e+00,0.000000000000000000e+00
-8.119698563466261476e+03,-5.106348726652071491e+03,0.000000000000000000e+00,3.028382943625833157e+00,6.315295056159779818e+00,0.000000000000000000e+00
-8.637648733401576465e+03,-6.454209482623095028e+03,0.000000000000000000e+00,1.980051124157180542e+00,6.718143526698719725e+00,0.000000000000000000e+00
-8.933506158730662719e+03,-7.867528052479318831e+03,0.000000000000000000e+00,8.808078816615441120e-01,6.948253908371721188e+00,0.000000000000000000e+00
-8.999663701257532011e+03,-9.309964940384505098e+03,0.000000000000000000e+00,-2.410828481245337329e-01,6.999709562541875485e+00,0.000000000000000000e+00
-8.834420306603875360e+03,-1.074443195518342873e+04,0.000000000000000000e+00,-1.356774813284953751e+00,6.871187452372083726e+00,0.000000000000000000e+00
-8.442024742018675170e+03,-1.213404582850099905e+04,0.000000000000000000e+00,-2.437581145630762336e+00,6.565992160981113379e+00,0.000000000000000000e+00
